product_id,product_name,category,price
P0532,Feeling,Books,458.8
P0533,Local,Electronics,92.29
P0534,Become,Toys,28
P0535,Property,Home,108.25
P0536,Position,Toys,485.8
P0537,Can,Home,120.7
P0538,Free,Electronics,305.46
P0539,Environmental,Toys,104.47
P0540,Medical,Toys,302.5
P0541,Kind,Electronics,330.75
P0542,Exactly,Toys,184.19
P0543,Include,Home,296.47
P0544,At,Books,176.98
P0545,Age,Electronics,377.05
P0546,Over,Home,489
P0547,Business,Electronics,320.96
P0548,Newspaper,Clothing,39.34
P0549,Whatever,Home,267.5
P0550,Such,Books,215.82
P0551,Alone,Clothing,123.1
P0552,Use,Toys,131.19
P0553,Participant,Clothing,85.13
P0554,Fine,Electronics,340.36
P0555,Figure,Clothing,138.09
P0556,Everybody,Toys,91.6
P0557,Recently,Books,220.55
P0558,Glass,Clothing,430.91
P0559,Letter,Clothing,227.24
P0560,Become,Clothing,86.67
P0561,Pm,Home,103.49
P0562,Understand,Books,88.71
P0563,Much,Electronics,355.23
P0564,Student,Toys,495.59
P0565,Line,Home,405.46
P0566,Analysis,Home,347.37
P0567,Population,Clothing,47.38
P0568,Level,Electronics,449.53
P0569,Century,Books,37.21
P0570,Trouble,Home,289.15
P0571,Quickly,Home,29.47
P0572,Life,Electronics,184.04
P0573,Bill,Books,83.03
P0574,Education,Electronics,316.97
P0575,Thought,Home,434.2
P0576,Popular,Toys,286.57
P0577,Every,Books,103.08
P0578,Green,Toys,473.6
P0579,Word,Clothing,414.54
P0580,Moment,Toys,244.98
P0581,Protect,Home,23.62
P0582,Billion,Home,343.95
P0583,Congress,Toys,250.94
P0584,Care,Home,444.69
P0585,Conference,Books,375.01
P0586,Major,Clothing,382.71
P0587,Water,Books,39.3
P0588,Describe,Toys,148.05
P0589,Establish,Clothing,230.67
P0590,Direction,Electronics,17.87
P0591,Political,Home,335.69
P0592,Loss,Clothing,314.57
P0593,Blue,Electronics,125.15
P0594,Me,Toys,460.8
P0595,Station,Books,162.16
P0596,Gas,Electronics,79.65
P0597,Sea,Home,144.71
P0598,Plant,Toys,69.57
P0599,Impact,Home,59.36
P0600,Minute,Clothing,149.29
P0601,Talk,Toys,146.74
P0602,Meet,Home,133.86
P0603,Particularly,Clothing,306.53
P0604,Word,Home,489.78
P0605,Worry,Toys,315.32
P0606,Bag,Toys,70.81
P0607,Plant,Electronics,330.54
P0608,Huge,Toys,322.22
P0609,Tv,Toys,47.26
P0610,Interview,Books,327.04
P0611,Put,Home,149.22
P0612,Risk,Books,375.43
P0613,Offer,Toys,431.26
P0614,Scene,Clothing,91.91
P0615,Law,Electronics,169.89
P0616,Protect,Clothing,164.71
P0617,Operation,Electronics,72.31
P0618,Test,Books,148.78
P0619,Property,Home,189.9
P0620,Often,Clothing,142.58
P0621,Defense,Home,146.91
P0622,Case,Electronics,439.62
P0623,See,Electronics,165.4
P0624,Sure,Electronics,64.1
P0625,Its,Books,395.15
P0626,Magazine,Electronics,234.3
P0627,Ground,Clothing,129.92
P0628,See,Electronics,268.97
P0629,It,Toys,99.86
P0630,Be,Books,364.73
P0631,On,Toys,273.31
P0632,Big,Books,440.14
P0633,Force,Toys,74.83
P0634,Week,Electronics,480.28
P0635,West,Electronics,253.79
P0636,Mission,Clothing,65.21
P0637,Realize,Toys,360.5
P0638,Whose,Clothing,236.71
P0639,Employee,Electronics,388.17
P0640,One,Home,126.41
P0641,Defense,Electronics,63.33
P0642,Before,Home,205.02
P0643,Seem,Electronics,29.14
P0644,Certainly,Toys,372.22
P0645,Information,Electronics,96.45
P0646,Place,Books,469.81
P0647,Probably,Clothing,116.53
P0648,Wait,Toys,317.32
P0649,National,Clothing,223.28
P0650,Understand,Books,27.7
P0651,Sport,Clothing,44.59
P0652,Event,Clothing,120.87
P0653,Pull,Electronics,232.84
P0654,Per,Electronics,38.74
P0655,Wear,Toys,169.74
P0656,Enough,Electronics,61.58
P0657,Offer,Toys,137.48
P0658,Like,Clothing,296.98
P0659,Edge,Toys,291.45
P0660,Magazine,Toys,191.9
P0661,Herself,Electronics,236.77
P0662,Wide,Clothing,116.34
P0663,Choose,Home,313.21
P0664,Quite,Toys,468.64
P0665,Against,Electronics,236.58
P0666,Education,Toys,137.1
P0667,Camera,Electronics,399.06
P0668,Alone,Home,209.59
P0669,Into,Toys,335.73
P0670,None,Toys,177.53
P0671,Month,Books,377.96
P0672,End,Toys,311.66
P0673,Vote,Electronics,103.14
P0674,May,Toys,211.85
P0675,Image,Home,350.51
P0676,Treatment,Clothing,97.53
P0677,Southern,Home,79.67
P0678,Civil,Home,314.26
P0679,Purpose,Clothing,361.99
P0680,Notice,Books,98.84
P0681,Health,Electronics,398.11
P0682,Detail,Electronics,44.23
P0683,Husband,Clothing,31.22
P0684,We,Home,97.58
P0685,Rock,Clothing,460.36
P0686,Mission,Clothing,433.1
P0687,Gas,Clothing,175.71
P0688,Commercial,Electronics,423.71
P0689,Seat,Books,183.39
P0690,Child,Electronics,246.5
P0691,Main,Home,448.34
P0692,Role,Toys,365.22
P0693,Individual,Books,274.3
P0694,Fish,Clothing,310.02
P0695,Tough,Clothing,418.53
P0696,Mr,Electronics,105.43
P0697,Mean,Books,114.59
P0698,Explain,Toys,317.29
P0699,Bag,Electronics,172.64
P0700,Entire,Books,200.03
P0701,Region,Clothing,19.99
P0702,Ok,Toys,159.38
P0703,National,Books,233.88
P0704,Black,Toys,304.08
P0705,Attack,Books,432.46
P0706,Set,Books,76.33
P0707,Mission,Books,168.53
